Name,Review,Number of Stars
Sevencorners,"My cruise was cancelled by the cruise line and I submitted my claim in October 2022 for the non-reimburseable charges, but have not received a response yet. The initial email said that it may take up to 6 weeks for review and processing so when I contacted Seven Corners in December 2022, I was surprised to find that my claim was still not reviewed and it may take up to 3 months for it to be even looked at.",1
Sevencorners,"The great thing is we didn't need to use our insurance, but your app, the pre- and during trip notifications and reminders were great.",5
Sevencorners,We were fortunate to not need to seek any medical attention while we were in Florida. I'm holding back one star just because I can't speak to how they come through when the coverage needs to be  used.,4
Sevencorners,"If I could give negative stars I would! This company is ridiculous. The amount of time that it takes to get any sort of response from them is horrible. When you send a message to ask for an update you will be given some generic email that states they are reviewing your claim and someone will respond shortly...then you are left to wait. The travel that took place was 7 months ago, this is not acceptable and how can this company be trusted to provide anything useful. If I don't hear back from them by the end of business day by the end of the week (01/06/23) I will take legal action.",1
Sevencorners,"Easy, fast and cost effective.Great product for exactly what we needed. Would purchase again.",5
Sevencorners,No review text found,1
Sevencorners,The team - when ever I calm people are always helpful and kind.  They really care about their customers.  I have been using 7C for a few years -and the amazing service is consistent.  They were really helpful and flexible with me moving coverage to rescheduled trips - this also allowed tour vendors to keep the payments I had made - at a time when this industry was hurting.  If ukulele need travel insurance - look no further - great people - great policies.,5
Sevencorners,I’m disappointed. This was purchased by my parents for a Christmas trip to Canada that was unfortunately canceled due to my fathers sudden diagnosis of terminal cancer. I called to get a refund and I was unable to.,1
Sevencorners,Features and price.  Great value.,5
Sevencorners,"DO NOT USE THIS COMPANY!! I filed a claim for delayed baggage, they refuse to pay, has taken 5 months to finally tell me that. Baggage did not arrive for a 19 day cruise, I had to buy all new clothes, shoes, luggage, everything. International law requires the airlines to compensate for the delay, and they did. Four Cornes says ""The applicable benefit amount will be reduced by the amount of benefits, if any, previously paid by other insurance policies for the same loss."" International law requires the airlines to to make payment, this is deceptive advertising to claim they will pay benefits for delayed baggage when they know airlines are required to. I am filing a complaint with the State Insurance Commission for this fraudulent practice. Seven Corners was slow to respond, always apologized for the delay, kept asking for more documentation, escalated the claim, only to deny it 5 months later. Terrible experience!!",1
